Evento_ID,Acción,Responsable,Estado,Acción_requerida,Tiempo_estimado
2685,Ejecutar evento,Timothy Dodson,En proceso,Enviar invitaciones,36
2686,Ejecutar evento,Daniel Robbins,En proceso,Decorar,88
2687,Reservar local,Bethany Giles,Finalizado,Decorar,58
2688,Reservar local,Justin Walker,En proceso,Reservar local,81
2689,Ejecutar evento,Justin Young,Pendiente,Decorar,46
2690,Decorar,Christopher Williams,Pendiente,Ejecutar evento,30
2691,Decorar,Eric White,Pendiente,Reservar local,80
2692,Decorar,Evan Lewis,Finalizado,Enviar invitaciones,41
2693,Decorar,Shane Fischer,En proceso,Comprar materiales,45
2694,Comprar materiales,Kathy Hanson,En proceso,Ejecutar evento,15
2695,Decorar,Amy Vega,Finalizado,Decorar,77
2696,Reservar local,Brett Valencia,Finalizado,Reservar local,64
2697,Decorar,Shane Gonzalez,Pendiente,Ejecutar evento,50
2698,Ejecutar evento,Kimberly Green,En proceso,Ejecutar evento,18
2699,Comprar materiales,David Torres,Pendiente,Enviar invitaciones,53
2700,Enviar invitaciones,Angela Fuller,Finalizado,Comprar materiales,57
2701,Enviar invitaciones,Gabriel Ramos,Pendiente,Enviar invitaciones,46
2702,Comprar materiales,Jason Wagner,En proceso,Comprar materiales,45
2703,Enviar invitaciones,Sharon Maddox,En proceso,Reservar local,33
2704,Reservar local,Mary Wilson,Pendiente,Reservar local,84
2705,Ejecutar evento,Debbie George,Pendiente,Enviar invitaciones,27
2706,Reservar local,Michael Pacheco,En proceso,Reservar local,41
2707,Enviar invitaciones,Randy Rowe,Finalizado,Ejecutar evento,89
2708,Enviar invitaciones,Erin Gomez,Finalizado,Decorar,30
2709,Enviar invitaciones,Stanley Miller,Pendiente,Enviar invitaciones,67
2710,Reservar local,Christopher Simpson,Pendiente,Ejecutar evento,33
2711,Decorar,Erika Burke,En proceso,Enviar invitaciones,61
2712,Ejecutar evento,Veronica Martin,Pendiente,Ejecutar evento,71
2713,Decorar,Kimberly Murray,En proceso,Enviar invitaciones,50
2714,Decorar,Arthur Anderson,Finalizado,Comprar materiales,75
2715,Reservar local,Matthew West,En proceso,Ejecutar evento,86
2716,Reservar local,Gabriela Rivera,Pendiente,Ejecutar evento,30
2717,Ejecutar evento,Alicia Ball,En proceso,Enviar invitaciones,35
2718,Comprar materiales,Antonio Williams,En proceso,Decorar,63
2719,Enviar invitaciones,Pamela Ho,Finalizado,Comprar materiales,38
2720,Enviar invitaciones,Christopher Harding,En proceso,Ejecutar evento,60
2721,Reservar local,Sarah Curtis,Pendiente,Reservar local,58
2722,Enviar invitaciones,Erica Harris,Pendiente,Reservar local,61
2723,Comprar materiales,Stephen Williams Jr.,Finalizado,Decorar,27
2724,Enviar invitaciones,Kathleen Rogers,En proceso,Decorar,62
2725,Ejecutar evento,Sara Gibson,En proceso,Reservar local,40
2726,Enviar invitaciones,Casey Baker,Pendiente,Reservar local,63
2727,Decorar,Dr. Brian Williams,Pendiente,Ejecutar evento,51
2728,Enviar invitaciones,Daniel Wallace,En proceso,Decorar,77
2729,Ejecutar evento,Sarah Dominguez,Pendiente,Comprar materiales,28
2730,Enviar invitaciones,Carolyn Pham,En proceso,Ejecutar evento,71
2731,Ejecutar evento,Curtis Bowen,En proceso,Decorar,57
2732,Enviar invitaciones,John Ellis,Pendiente,Ejecutar evento,28
2733,Decorar,Robin Davis,En proceso,Ejecutar evento,85
2734,Comprar materiales,William Ross,En proceso,Decorar,60
2735,Ejecutar evento,Carol Rodriguez,En proceso,Comprar materiales,65
2736,Comprar materiales,Mallory Mullins,Pendiente,Reservar local,46
2737,Reservar local,Jason Hunter,Pendiente,Reservar local,58
2738,Reservar local,Daniel Mcclure,Finalizado,Reservar local,59
2739,Comprar materiales,Dr. Caroline Baird DDS,Finalizado,Enviar invitaciones,70
2740,Reservar local,Samantha Allen,En proceso,Enviar invitaciones,55
2741,Comprar materiales,Kelly Rogers,Finalizado,Ejecutar evento,30
2742,Enviar invitaciones,Darin Turner,Finalizado,Ejecutar evento,43
2743,Enviar invitaciones,Jerry Phillips,En proceso,Reservar local,51
2744,Comprar materiales,Tammy Thomas,Pendiente,Decorar,38
2745,Decorar,Jeffrey Jones,En proceso,Enviar invitaciones,58
2746,Decorar,Jennifer Potter,Pendiente,Enviar invitaciones,72
2747,Enviar invitaciones,Andrew Mitchell,Pendiente,Reservar local,43
2748,Ejecutar evento,Emily Castillo,Finalizado,Reservar local,81
2749,Ejecutar evento,Terry Wu,En proceso,Comprar materiales,88
2750,Enviar invitaciones,Jill Harris,Finalizado,Reservar local,56
2751,Ejecutar evento,Victoria Willis,Pendiente,Enviar invitaciones,57
2752,Enviar invitaciones,Alan Myers,Finalizado,Enviar invitaciones,48
2753,Decorar,Troy Fisher,Pendiente,Decorar,64
2754,Decorar,Keith Cummings,En proceso,Enviar invitaciones,81
2755,Reservar local,Jasmine Wiggins,Pendiente,Decorar,77
2756,Reservar local,Bethany Williams,En proceso,Decorar,63
2757,Decorar,Victor Alvarado,En proceso,Enviar invitaciones,44
2758,Ejecutar evento,Michael George,Finalizado,Ejecutar evento,41
2759,Enviar invitaciones,Phillip Zamora,En proceso,Ejecutar evento,43
2760,Decorar,Dr. Rachel Johnson,Finalizado,Ejecutar evento,77
2761,Comprar materiales,Elizabeth Lambert,Finalizado,Enviar invitaciones,37
2762,Decorar,Danny Crawford,Pendiente,Enviar invitaciones,82
2763,Enviar invitaciones,Bradley Hodges,En proceso,Decorar,26
2764,Ejecutar evento,Jessica Jones,En proceso,Enviar invitaciones,45
2765,Ejecutar evento,Jon Avila,Pendiente,Comprar materiales,85
2766,Decorar,Jared Wilkinson,Finalizado,Decorar,39
2767,Reservar local,Michael Sanders,Finalizado,Comprar materiales,86
2768,Decorar,Joseph Bryan,Finalizado,Ejecutar evento,80
2769,Enviar invitaciones,Dylan Bell,Pendiente,Decorar,54
2770,Decorar,Mikayla Andrade,Finalizado,Decorar,44
2771,Comprar materiales,Monica Dunn,Pendiente,Enviar invitaciones,38
2772,Ejecutar evento,Heather Mendoza,Pendiente,Reservar local,40
2773,Comprar materiales,Lisa Coleman,Finalizado,Decorar,31
2774,Decorar,Sharon Harrison,Pendiente,Enviar invitaciones,88
2775,Decorar,Kathleen Weber,Pendiente,Reservar local,28
2776,Enviar invitaciones,Jason Stewart,Finalizado,Comprar materiales,85
2777,Reservar local,Alicia Rodriguez,En proceso,Ejecutar evento,63
2778,Comprar materiales,George Davis,En proceso,Reservar local,87
2779,Decorar,Brian Murray,Pendiente,Comprar materiales,64
2780,Comprar materiales,Tiffany Anderson,En proceso,Comprar materiales,89
2781,Reservar local,Jonathan Oliver,Pendiente,Decorar,56
2782,Enviar invitaciones,Melissa Mcclain,Finalizado,Comprar materiales,86
2783,Decorar,Emily Jenkins,Finalizado,Enviar invitaciones,28
2784,Comprar materiales,Mackenzie Moreno,Pendiente,Decorar,69
2785,Comprar materiales,Dennis Weaver,Pendiente,Enviar invitaciones,66
2786,Reservar local,Mary Peters,Pendiente,Comprar materiales,43
2787,Ejecutar evento,Katrina Clark,Pendiente,Comprar materiales,32
2788,Reservar local,Raven Carroll,En proceso,Decorar,68
2789,Reservar local,Kellie Smith,En proceso,Comprar materiales,38
2790,Decorar,Brittany Nelson,En proceso,Decorar,22
2791,Reservar local,Kimberly Carter,En proceso,Comprar materiales,26
2792,Comprar materiales,Maria James,Pendiente,Comprar materiales,18
2793,Ejecutar evento,Christopher Adams,En proceso,Ejecutar evento,61
2794,Ejecutar evento,Christopher May,Pendiente,Decorar,26
2795,Reservar local,Jennifer Johnson,Finalizado,Enviar invitaciones,64
2796,Reservar local,Cheryl Robinson,En proceso,Ejecutar evento,88
2797,Reservar local,John Blankenship,En proceso,Decorar,59
2798,Ejecutar evento,Stephen Murray,En proceso,Reservar local,55
2799,Comprar materiales,Alicia Hall,Pendiente,Reservar local,46
2800,Decorar,Ronald Schultz,En proceso,Ejecutar evento,24
2801,Decorar,James Knox,En proceso,Ejecutar evento,42
2802,Comprar materiales,John Prince,En proceso,Reservar local,73
2803,Reservar local,Brandon Jackson,En proceso,Reservar local,49
2804,Ejecutar evento,Jessica Smith,Pendiente,Ejecutar evento,37
2805,Comprar materiales,Gwendolyn Avery,Finalizado,Enviar invitaciones,77
2806,Enviar invitaciones,Martha Smith,Pendiente,Comprar materiales,40
2807,Comprar materiales,Michael Stone,En proceso,Decorar,36
2808,Comprar materiales,David Herrera,En proceso,Enviar invitaciones,23
2809,Reservar local,Chelsea Martin,En proceso,Decorar,39
2810,Reservar local,Juan Allen,Finalizado,Decorar,39
2811,Enviar invitaciones,Seth Stephenson,Pendiente,Comprar materiales,54
2812,Comprar materiales,Mark Goodwin,Finalizado,Reservar local,75
2813,Enviar invitaciones,Carlos Smith,En proceso,Ejecutar evento,75
2814,Enviar invitaciones,John Giles,Finalizado,Comprar materiales,23
2815,Ejecutar evento,Wendy Wood,En proceso,Reservar local,68
2816,Enviar invitaciones,Julie Yang,En proceso,Enviar invitaciones,75
2817,Ejecutar evento,Dakota Mcgee,Pendiente,Enviar invitaciones,86
2818,Decorar,Michael Conley,Finalizado,Comprar materiales,33
2819,Ejecutar evento,Alexander Lawrence,Pendiente,Reservar local,51
2820,Reservar local,Teresa Fritz,Pendiente,Ejecutar evento,46
2821,Reservar local,Michael Chandler,Pendiente,Reservar local,46
2822,Comprar materiales,Richard Gray,En proceso,Reservar local,65
2823,Enviar invitaciones,Rebecca May,Pendiente,Reservar local,18
2824,Decorar,Douglas Thompson,En proceso,Ejecutar evento,40
2825,Comprar materiales,Sean Miller,En proceso,Enviar invitaciones,64
2826,Reservar local,Julie Stewart,Pendiente,Ejecutar evento,61
2827,Comprar materiales,Steven Parsons,Pendiente,Decorar,78
2828,Comprar materiales,William Dennis,Finalizado,Comprar materiales,38
2829,Reservar local,Richard Garcia,Pendiente,Ejecutar evento,69
2830,Reservar local,Tiffany Sanchez,Pendiente,Decorar,83
2831,Reservar local,John Riddle,En proceso,Ejecutar evento,69
2832,Reservar local,Karen Farmer,Finalizado,Comprar materiales,78
2833,Ejecutar evento,Natalie Rose,Pendiente,Reservar local,74
2834,Decorar,Anna Clark,Pendiente,Comprar materiales,36
2835,Enviar invitaciones,Michael Cannon,Pendiente,Ejecutar evento,21
2836,Decorar,Brandon Hurst,Pendiente,Reservar local,46
2837,Enviar invitaciones,James Robinson,En proceso,Reservar local,45
2838,Ejecutar evento,Jill Perry,Finalizado,Reservar local,41
2839,Comprar materiales,Alexis Evans,Pendiente,Reservar local,39
2840,Comprar materiales,Cory Powers,En proceso,Reservar local,78
2841,Reservar local,Sherry Schroeder,Pendiente,Ejecutar evento,62
2842,Comprar materiales,Tiffany Dean,En proceso,Reservar local,68
2843,Comprar materiales,Cody Stevens,Finalizado,Decorar,22
2844,Reservar local,Tammy Chen,En proceso,Decorar,74
2845,Enviar invitaciones,Cathy Gutierrez,Finalizado,Reservar local,44
2846,Enviar invitaciones,Luis Hamilton,Pendiente,Reservar local,76
2847,Comprar materiales,Andrew Taylor DDS,Pendiente,Enviar invitaciones,72
2848,Comprar materiales,Michelle Perez,En proceso,Comprar materiales,33
2849,Decorar,Heather Wood,En proceso,Ejecutar evento,86
2850,Decorar,Jessica Clark,Finalizado,Decorar,36
2851,Comprar materiales,Heather Carr,En proceso,Comprar materiales,61
2852,Enviar invitaciones,Elizabeth Rodriguez,Finalizado,Enviar invitaciones,33
2853,Reservar local,Angela Jackson,Pendiente,Reservar local,17
2854,Reservar local,Madison Kaufman,Finalizado,Ejecutar evento,22
2855,Enviar invitaciones,Richard Carrillo,Finalizado,Decorar,88
2856,Decorar,Dawn Bennett,Pendiente,Ejecutar evento,80
2857,Decorar,Jamie Blair,Finalizado,Enviar invitaciones,58
2858,Reservar local,Pam Schultz,Pendiente,Decorar,45
2859,Enviar invitaciones,Timothy Aguilar,En proceso,Enviar invitaciones,29
2860,Enviar invitaciones,Krystal Jackson,Finalizado,Ejecutar evento,45
2861,Ejecutar evento,Michael Barrett,Finalizado,Enviar invitaciones,89
2862,Ejecutar evento,Lee Thompson,Finalizado,Reservar local,43
2863,Reservar local,Kenneth May,Pendiente,Enviar invitaciones,74
2864,Ejecutar evento,Jennifer Riley,Pendiente,Reservar local,32
2865,Ejecutar evento,Ms. Michelle Herman,En proceso,Reservar local,41
2866,Enviar invitaciones,Stacey James,En proceso,Ejecutar evento,54
2867,Enviar invitaciones,Susan Chavez,En proceso,Reservar local,89
2868,Comprar materiales,Mary Hardy,En proceso,Decorar,87
2869,Decorar,Ana Elliott,Finalizado,Enviar invitaciones,36
2870,Decorar,Tiffany Martin DDS,Pendiente,Decorar,58
2871,Enviar invitaciones,Matthew Michael,Finalizado,Decorar,80
2872,Comprar materiales,Martin Stanley,Finalizado,Enviar invitaciones,50
2873,Decorar,Sierra Patton,En proceso,Enviar invitaciones,59
2874,Ejecutar evento,Crystal Owen,Finalizado,Reservar local,75
2875,Ejecutar evento,Logan Gonzalez,Pendiente,Decorar,89
2876,Enviar invitaciones,David Deleon,Pendiente,Decorar,66
2877,Decorar,Zachary Valentine,Pendiente,Reservar local,74
2878,Reservar local,Debra Mcintosh,Pendiente,Enviar invitaciones,58
2879,Enviar invitaciones,Robert Davis,En proceso,Ejecutar evento,15
2880,Reservar local,Daniel Green,En proceso,Ejecutar evento,53
2881,Decorar,David White,En proceso,Decorar,88
2882,Enviar invitaciones,Tommy Lyons,Pendiente,Enviar invitaciones,63
2883,Enviar invitaciones,Adam Williams,En proceso,Enviar invitaciones,16
2884,Enviar invitaciones,Jason Reynolds,Pendiente,Enviar invitaciones,48
2885,Ejecutar evento,George Nelson,Pendiente,Decorar,46
2886,Enviar invitaciones,Jeffrey Esparza,En proceso,Decorar,44
2887,Enviar invitaciones,Jorge Suarez,Pendiente,Ejecutar evento,33
2888,Reservar local,Haley Li,En proceso,Comprar materiales,43
2889,Comprar materiales,Elizabeth Perry,Finalizado,Ejecutar evento,82
2890,Reservar local,Kimberly Guerrero,En proceso,Enviar invitaciones,16
2891,Decorar,Melissa Griffin,Pendiente,Enviar invitaciones,84
2892,Ejecutar evento,Michelle Brown,Finalizado,Enviar invitaciones,20
2893,Comprar materiales,Vanessa Jordan,En proceso,Reservar local,83
2894,Decorar,Jennifer Nicholson,En proceso,Comprar materiales,45
2895,Decorar,Brian Esparza,Finalizado,Comprar materiales,66
2896,Decorar,Leslie Roman,En proceso,Ejecutar evento,39
2897,Decorar,Christopher Beck,Finalizado,Decorar,66
2898,Comprar materiales,Frederick Vincent,Pendiente,Ejecutar evento,84
2899,Enviar invitaciones,Lisa Myers,Finalizado,Decorar,66
2900,Decorar,Brandon Collins,Pendiente,Enviar invitaciones,17
2901,Ejecutar evento,Monica Lopez,Finalizado,Ejecutar evento,26
2902,Reservar local,Gabriel Wade,Finalizado,Enviar invitaciones,64
2903,Ejecutar evento,Richard Pierce,En proceso,Enviar invitaciones,67
2904,Enviar invitaciones,Angela Donaldson,Pendiente,Ejecutar evento,54
2905,Enviar invitaciones,Angela Nelson,En proceso,Comprar materiales,86
2906,Reservar local,Alexander Williams,En proceso,Comprar materiales,50
2907,Reservar local,Kristen Burton,Pendiente,Decorar,20
2908,Reservar local,Travis Dawson,En proceso,Ejecutar evento,41
2909,Comprar materiales,Matthew Mcdaniel,Finalizado,Enviar invitaciones,83
2910,Comprar materiales,Richard Carey,Finalizado,Reservar local,81
2911,Comprar materiales,Alexandra Gardner,En proceso,Ejecutar evento,50
2912,Ejecutar evento,Sara Carpenter,Pendiente,Ejecutar evento,70
2913,Comprar materiales,Rebecca Young,Finalizado,Decorar,70
2914,Decorar,Katie Garcia,En proceso,Comprar materiales,37
2915,Decorar,Devon Davis,Finalizado,Comprar materiales,80
2916,Comprar materiales,Anthony Ball,En proceso,Decorar,58
2917,Reservar local,Regina Brady,En proceso,Reservar local,44
2918,Enviar invitaciones,Kristopher Green,Pendiente,Enviar invitaciones,17
2919,Reservar local,Cassie Jones,En proceso,Comprar materiales,76
2920,Reservar local,Sabrina Sanchez,Pendiente,Enviar invitaciones,82
2921,Decorar,Nathaniel Welch,Finalizado,Decorar,16
2922,Comprar materiales,John Obrien,Finalizado,Enviar invitaciones,61
2923,Decorar,Carla Chang,Pendiente,Comprar materiales,20
2924,Reservar local,Oscar Monroe,En proceso,Enviar invitaciones,45
2925,Reservar local,William Mcknight DVM,Finalizado,Reservar local,57
2926,Comprar materiales,Robert Delgado,Finalizado,Decorar,45
2927,Reservar local,Connie Nielsen,Finalizado,Reservar local,30
2928,Comprar materiales,Erin Stephens,En proceso,Ejecutar evento,86
2929,Decorar,Cindy Webb,Finalizado,Decorar,29
2930,Reservar local,Gregory Garcia,Finalizado,Ejecutar evento,79
2931,Ejecutar evento,Jennifer Bradford,Pendiente,Decorar,27
2932,Comprar materiales,Erica Wright,Pendiente,Reservar local,16
2933,Ejecutar evento,Miss Deborah Olsen,En proceso,Enviar invitaciones,57
2934,Enviar invitaciones,Tammy Hamilton,En proceso,Decorar,37
2935,Ejecutar evento,Rachel Harris,Pendiente,Enviar invitaciones,26
2936,Comprar materiales,Catherine Eaton,Pendiente,Decorar,81
2937,Reservar local,Renee Massey,Pendiente,Ejecutar evento,47
2938,Ejecutar evento,Yvonne Smith,Finalizado,Ejecutar evento,44
2939,Enviar invitaciones,Michelle Moody,En proceso,Comprar materiales,68
2940,Ejecutar evento,Shannon Mason,Pendiente,Enviar invitaciones,18
2941,Reservar local,Charles Aguilar,Pendiente,Comprar materiales,64
2942,Reservar local,Mr. Martin Bryan,Finalizado,Comprar materiales,59
2943,Reservar local,Ashley Herrera,En proceso,Ejecutar evento,73
2944,Enviar invitaciones,Jerome Wilson,En proceso,Reservar local,40
2945,Decorar,Ashley Miller,Pendiente,Enviar invitaciones,77
2946,Ejecutar evento,Peter Leonard,Pendiente,Decorar,70
2947,Decorar,Natalie Aguilar,En proceso,Ejecutar evento,23
2948,Enviar invitaciones,Andre Rosales,En proceso,Enviar invitaciones,47
2949,Reservar local,Carrie Farley,Pendiente,Decorar,17
2950,Comprar materiales,Matthew Lee,Finalizado,Decorar,77
2951,Ejecutar evento,Mark Chapman,Finalizado,Comprar materiales,83
2952,Comprar materiales,Isabella Brown,Finalizado,Reservar local,36
2953,Decorar,Roy Frazier,En proceso,Ejecutar evento,16
2954,Ejecutar evento,Joseph Walker,Finalizado,Ejecutar evento,47
2955,Comprar materiales,Paul Villegas,Pendiente,Enviar invitaciones,22
2956,Comprar materiales,Michael Davis,En proceso,Decorar,65
2957,Ejecutar evento,Eric Wise,Finalizado,Reservar local,72
2958,Comprar materiales,Stephanie Franco,Pendiente,Enviar invitaciones,88
2959,Ejecutar evento,Holly Reese,Pendiente,Reservar local,86
2960,Enviar invitaciones,Robert Smith,Pendiente,Reservar local,76
2961,Reservar local,Jeremy Hamilton,Finalizado,Enviar invitaciones,15
2962,Decorar,Evan Ramos,En proceso,Ejecutar evento,67
2963,Decorar,Nathaniel Allen,Pendiente,Comprar materiales,81
2964,Reservar local,Christian Kline,Pendiente,Ejecutar evento,21
2965,Decorar,Julie David,En proceso,Comprar materiales,76
2966,Ejecutar evento,Mr. Jason Watts DDS,Finalizado,Ejecutar evento,50
2967,Decorar,Michael Miller,Finalizado,Enviar invitaciones,51
2968,Decorar,Brent Wilson,Finalizado,Comprar materiales,23
2969,Comprar materiales,Matthew Lopez,Pendiente,Reservar local,85
2970,Decorar,Janet Ali,Finalizado,Decorar,74
2971,Comprar materiales,Dylan Martin,Pendiente,Ejecutar evento,85
2972,Decorar,Kristi Hill,Finalizado,Decorar,51
2973,Reservar local,Jodi Tate,Finalizado,Enviar invitaciones,53
2974,Decorar,Veronica Swanson,Finalizado,Ejecutar evento,51
2975,Enviar invitaciones,Shelby Pope,En proceso,Decorar,55
2976,Ejecutar evento,Crystal Walker,Finalizado,Ejecutar evento,75
2977,Ejecutar evento,Phillip Martinez,Pendiente,Reservar local,67
2978,Ejecutar evento,Mary Mcclain,Finalizado,Enviar invitaciones,22
2979,Comprar materiales,Lisa Collins,Pendiente,Ejecutar evento,30
2980,Comprar materiales,Gary Mullins,En proceso,Ejecutar evento,48
